wp,name,location,type,state,size,difficulty,terrain,favorites,hidden,author,attributes,mx,my
GC3PVJW,Doprava na VUT,"49 14m 15.612s N, 16 38m 50.352s E",multicache,True,small,2.0,2.0,6,2012-07-18,Yogi_CZ (adopce od Voldik),"{'wheelchair': False, 'winter': False, 'available': True, 'onehour': True, 'stealth': True, 'hike_short': True, 'ticks': True, 'dogs': True, 'bicycles': True}",0.6883500000000145,0.6365161290322575
GC1AW59,Slunecni Hodiny Mistra Habermanna,"49 11m 42.18s N, 16 32m 24.108s E",mystery,True,small,2.5,2.5,28,2008-04-04,Sinuhet,"{'night': False, 'available': False, 'wheelchair': False, 'bicycles': True, 'public': True, 'parking': True, 'onehour': True, 'kids': True, 'dogs': True}",0.4752500000000127,0.2904193548387149
GC6DRBA,Pod Plachtami,"49 10m 43.068s N, 16 32m 48.192s E",multicache,True,small,2.5,2.0,9,2016-03-21,JiZw,"{'parkngrab': False, 'dogs': True, 'kids': True, 'scenic': True, 'available': True, 'parking': True, 'bicycles': True, 'thorn': True, 'field_puzzle': True, 'hike_med': True, 'food': True}",0.3931499999999927,0.3120000000000017
GCXC12,Svratka - Leskava,"49 9m 13.212s N, 16 37m 35.472s E",traditional,True,small,1.5,1.5,2,2006-07-27,Jurin adoptováno od JaRa BaPaPo,"{'kids': True, 'available': True, 'bicycles': True, 'winter': True, 'dogs': True}",0.2683499999999896,0.5694193548387055
GC1B9KX,Dolni Herspice,"49 9m 8.748s N, 16 36m 40.572s E",traditional,True,micro,2.0,1.5,12,2008-04-16,Sarkas,"{'bicycles': True, 'winter': True, 'available': True, 'firstaid': True, 'public': True, 'scenic': True, 'onehour': True, 'kids': True, 'parking': True, 'dogs': True}",0.26215000000001104,0.5202258064516149
GC79KD7,BMX keska,"49 10m 31.44s N, 16 32m 57.3s E",mystery,True,small,1.5,1.5,7,2017-07-28,lhota27,"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'parking': True, 'picnic': True, 'bicycles': True, 'thorn': True, 'stroller': True, 'firstaid': True}",0.3770000000000176,0.3201612903225828
GC3NFT7,Ruzenin lom,"49 13m 1.992s N, 16 40m 30.252s E",traditional,True,small,2.0,3.0,43,2012-06-13,Lepije,"{'night': False, 'dogs': True, 'kids': True, 'scenic': True, 'mine': True}",0.5860999999999931,0.7260322580645183
GC11F60,Lavicka,"49 13m 18.012s N, 16 40m 18.012s E",mystery,True,small,2.0,3.0,27,2007-03-15,les-coccinelles,"{'campfires': False, 'motorcycles': False, 'wheelchair': False, 'ticks': True, 'scenic': True, 'kids': True, 'public': True, 'dogs': True}",0.6083500000000216,0.7150645161290257
GC7D2K4,Srdce nad Brnem,"49 13m 12.432s N, 16 40m 23.412s E",traditional,True,regular,1.5,2.0,21,2017-10-01,mates.78,"{'available': True, 'scenic': True, 'onehour': True, 'stealth': True, 'cliff': True, 'dogs': True}",0.6006000000000128,0.7199032258064452
GC7Y6HH,Pribeh svicky svobody,"49 13m 20.928s N, 16 32m 57.84s E",mystery,True,small,5.0,4.5,44,2018-09-24,korys,"{'wading': True, 'available': True, 'stealth': True, 'uv': True, 's-tool': True, 'field_puzzle': True}",0.6123999999999927,0.32064516129031784
GC1JNR1,Rozcesti pod Sobesickou rozhlednou,"49 14m 39.48s N, 16 37m 22.62s E",traditional,True,regular,1.5,2.0,0,2008-12-08,"Jonea, adopted by idaemon","{'dogs': True, 'kids': True, 'onehour': True, 'scenic': True, 'available': True, 'public': True, 'picnic': True, 'bicycles': True, 'horses': True, 'hike_med': True}",0.7215000000000215,0.557903225806448
GC2EKZH,Kaplicka sv. Kateriny Sienske,"49 9m 9.072s N, 16 37m 23.052s E",traditional,True,small,1.5,2.0,8,2010-09-05,PepecZ,"{'kids': True, 'onehour': True, 'available': True, 'public': True}",0.26260000000001177,0.5582903225806384
GC4MG0K,Mahenka ve Starem Liskovci,"49 10m 5.628s N, 16 33m 20.988s E",mystery,True,other,2.5,1.0,23,2013-09-17,Parisee,"{'winter': True, 'frontyard': True, 'stroller': True, 'public': True, 'kids': True, 'wheelchair': True, 'stealth': True}",0.3411500000000062,0.3413870967741942
GCYWN9,Project Enigma: Final,"49 12m 29.988s N, 16 40m 50.088s E",mystery,True,small,4.5,2.0,101,2006-10-31,study,"{'dogs': True, 'bicycles': True, 'firstaid': True}",0.5416499999999873,0.743806451612897
GC33FDM,Stamicova,"49 11m 49.38s N, 16 32m 19.5s E",mystery,True,small,2.5,2.5,5,2011-09-26,motstr,"{'motorcycles': False, 'available': True, 'public': True, 'parking': True, 'onehour': True, 'kids': True, 'thorn': True, 'hike_short': True, 'ticks': True, 'dogs': True}",0.48524999999998963,0.2862903225806463
GC4VC6M,Lucanus cervus,"49 13m 37.452s N, 16 40m 3.252s E",traditional,True,small,2.5,3.0,74,2014-03-02,Battos,"{'bicycles': False, 'winter': False, 'stroller': False, 'available': True, 'kids': True, 'ticks': True}",0.6353499999999948,0.7018387096774208
GC2QX3R,Pstrosi vejce u letiste,"49 13m 37.38s N, 16 33m 10.8s E",mystery,True,regular,2.0,2.5,66,2011-03-26,salito,"{'wheelchair': False, 'motorcycles': False, 'campfires': False, 'quads': False, 'bicycles': True, 'winter': True, 'available': True, 'firstaid': True, 'scenic': True, 'horses': True, 'dogs': True}",0.6352499999999985,0.33225806451613155
GC20VT4,Lisenska cesta,"49 11m 53.52s N, 16 40m 57.252s E",traditional,True,micro,1.5,2.0,6,2009-11-14,lex1,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'winter': True, 'bicycles': True, 'motorcycles': True}",0.49100000000000305,0.7502258064516043
GC1QMC2,Vlackova A-Z,"49 13m 42.42s N, 16 39m 59.112s E",mystery,True,regular,3.0,3.5,35,2009-04-26,Aluco_cz & Kiwin,"{'motorcycles': False, 'bicycles': False, 'wheelchair': False, 'kids': False, 'stroller': False, 'dogs': False, 'available': True, 'flashlight': True, 'stealth': True, 'hike_med': True, 'ticks': True}",0.6422500000000179,0.6981290322580574
GC4F862,Truck  Cache,"49 9m 46.62s N, 16 39m 29.7s E",traditional,True,regular,1.5,2.0,23,2013-06-29,Battos,"{'food': True, 'available': True, 'picnic': True, 'parking': True, 'fuel': True, 'stealth': True, 'dogs': True}",0.31475000000001035,0.6717741935483809
GCYPEX,Brnenska nadrazi: Stary Liskovec,"49 9m 42.408s N, 16 33m 52.56s E",mystery,True,small,2.0,2.5,1,2006-11-19,dark.metalswamp,"{'wheelchair': False, 'night': False, 'winter': True, 'available': True, 'firstaid': True, 'parking': True, 'onehour': True, 'hike_short': True, 'dogs': True}",0.3089000000000008,0.36967741935483395
GC84EXR,Vsechno naruby !,"49 12m 38.88s N, 16 40m 50.232s E",event,True,other,1.0,2.0,0,2019-04-04,Mikin11,"{'scenic': True, 'onehour': True, 'parking': True, 'public': True, 'picnic': True, 'water': True, 'restrooms': True, 'hike_short': True, 'seasonal': True, 'frontyard': True, 'teamwork': True}",0.5539999999999996,0.7439354838709682
GC1QBNY,+1,"49 9m 17.172s N, 16 34m 53.832s E",traditional,True,micro,1.0,1.0,2,2009-04-30,budik,"{'available': True, 'stroller': True, 'bicycles': True, 'wheelchair': True, 'dogs': True}",0.27384999999999465,0.42458064516129246
GCW50X,Panska licha,"49 14m 41.352s N, 16 37m 41.88s E",multicache,True,regular,4.0,2.5,47,2006-05-20,KuraTeam,"{'wheelchair': False, 'winter': False, 'onehour': False, 'available': True, 'firstaid': True, 'public': True, 'scenic': True, 'parking': True, 'horses': True, 'ticks': True}",0.7240999999999941,0.5751612903225768
GC2GCEH,Doupe kralovny pavouku,"49 9m 39.78s N, 16 33m 53.82s E",multicache,True,small,2.0,4.5,122,2010-10-08,"Lenny Rhodes, adopted by tobiska & ZelenyVrtak","{'wheelchair': False, 'stroller': False, 'wading': True, 'winter': True, 'ticks': True, 'danger': True, 'stealth': True, 'flashlight': True, 'nightcache': True, 'hike_med': True, 'firstaid': True}",0.3052500000000145,0.37080645161290154
GCPDP1,Blair Witch,"49 12m 1.08s N, 16 32m 14.208s E",multicache,True,small,1.5,2.0,177,2005-06-22,dape team,"{'available': False, 'night': True, 'firstaid': True, 'public': True, 'parking': True, 'onehour': True, 'dogs': True}",0.5014999999999965,0.2815483870967715
GC4601T,Ostra Horka,"49 14m 43.692s N, 16 37m 27.912s E",wherigo,True,small,2.0,2.5,111,2013-03-10,Kac.a,"{'wheelchair': False, 'parkngrab': False, 'picnic': True, 'public': True, 'parking': True, 'ticks': True, 'hike_short': True, 'available': True, 'scenic': True, 'kids': True, 'firstaid': True, 'dogs': True, 'horses': True}",0.7273499999999955,0.5626451612903228
GC2NW4C,Studánka Prátelství,"49 14m 42.288s N, 16 37m 41.7s E",traditional,True,small,3.0,3.0,9,2011-02-15,Stalker007,"{'dogs': True, 'kids': True, 'onehour': True, 'available': True, 'ticks': True, 'bicycles': True, 'horses': True}",0.7254000000000159,0.5750000000000023
GC7WCB7,Aerovyhlidka,"49 14m 11.472s N, 16 33m 54.828s E",traditional,True,micro,1.5,2.5,2,2018-08-19,Audri,"{'dogs': True, 'kids': True, 'onehour': True, 'scenic': True, 'available': True, 'winter': True, 'ticks': True, 'bicycles': True, 'thorn': True, 'hike_short': True, 'food': True, 'firstaid': True}",0.6826000000000011,0.37170967741935335
GC7D28Q,Mobilni telefon,"49 12m 51.372s N, 16 40m 47.892s E",mystery,True,small,3.5,2.0,65,2017-10-01,Battos,"{'available': True, 'ticks': True, 'thorn': True, 'scenic': True, 'dogs': True}",0.5713500000000005,0.7418387096774189
GC2BM95,Hotel Velka Klajdovka,"49 13m 5.34s N, 16 40m 39.72s E",traditional,True,small,1.5,1.5,0,2010-07-12,Mikin11 adopted from Battos,"{'bicycles': True, 'available': True, 'touristok': True, 'firstaid': True, 'public': True, 'parking': True, 'onehour': True, 'stealth': True, 'hike_short': True, 'dogs': True, 'scenic': True}",0.5907500000000124,0.7345161290322599
GC6CCA3,Sobesicka mulda,"49 14m 47.22s N, 16 37m 3.792s E",traditional,True,small,1.5,2.0,54,2016-08-15,barca89,"{'wheelchair': False, 'dogs': True, 'available': True, 'ticks': True, 'parking': True, 'public': True, 'bicycles': True}",0.7322500000000233,0.5410322580645096
GC19MCR,Magicka CTYRKA,"49 10m 26.652s N, 16 40m 26.652s E",mystery,True,micro,3.5,1.5,41,2008-02-24,kubrtson,"{'firstaid': True, 'stroller': True, 'winter': True, 'available': True, 'motorcycles': True, 'bicycles': True, 'kids': True, 'parking': True, 'dogs': True}",0.37035000000000273,0.7228064516129015
GC83P58,Sto jarních kilometrů podruhé XI,"49 14m 17.448s N, 16 34m 5.952s E",event,True,other,1.0,2.0,0,2019-05-28,lupen.cz,"{'motorcycles': False, 'jeeps': False, 'onehour': False, 'quads': False, 'bicycles': True, 'hike_med': True, 'dogs': True}",0.6909000000000068,0.381677419354838
GC2YAGG,Vodni - MBPWT,"49 9m 9.288s N, 16 37m 58.548s E",traditional,True,micro,2.0,2.0,1,2011-06-18,seatice (adoptováno od kapitanR),"{'parking': False, 'quads': False, 'jeeps': False, 'dogs': True, 'onehour': True, 'wading': True, 'available': True, 'ticks': True, 'bicycles': True}",0.2629000000000004,0.5900967741935521
GC2EN8P,Lískovecká Leskava,"49 9m 51.012s N, 16 33m 30.42s E",traditional,True,micro,2.0,4.5,7,2010-09-07,-Derek-,"{'wheelchair': False, 'bicycles': True, 'firstaid': True, 'public': True, 'parking': True, 'onehour': True, 'kids': True, 'hike_short': True, 'dogs': True}",0.3208499999999927,0.34983870967742087
GC70YVA,Cirkus Kacer,"49 13m 56.28s N, 16 39m 48.528s E",mystery,True,small,2.0,2.5,119,2017-03-15,Shebyr,"{'kids': True, 'available': True, 'thorn': True, 'ticks': True, 'winter': True}",0.6615000000000179,0.6886451612903194
GC4909V,ACHTELKY,"49 11m 10.212s N, 16 32m 19.428s E",traditional,True,other,1.5,1.5,137,2013-04-03,black777jack,"{'dogs': True, 'available': True, 'winter': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'firstaid': True}",0.43084999999998735,0.28622580645161644
GC2T9VW,Ludolfovo cislo,"49 10m 28.812s N, 16 40m 30s E",mystery,True,regular,3.0,2.5,3,2011-07-30,Bost85,"{'bicycles': False, 'wheelchair': False, 'firstaid': True, 'thorn': True, 'ticks': True, 'dogs': True}",0.3733499999999958,0.7258064516129025
GC4XF2C,Orientacni beh - Kacerske mistrovstvi ve sprintu,"49 14m 49.128s N, 16 36m 55.548s E",wherigo,True,small,3.0,3.0,133,2014-01-31,NeXu$,"{'jeeps': False, 'quads': False, 'motorcycles': False, 'bicycles': False, 'wheelchair': False, 'parkngrab': False, 'stroller': False, 'hike_med': True, 'public': True, 'parking': True, 'ticks': True, 'winter': True, 'available': True, 'thorn': True, 'dogs': True}",0.7349000000000118,0.5336451612903207
GC5K8BR,Recakova kancelar,"49 9m 2.34s N, 16 37m 22.728s E",traditional,True,small,1.5,1.5,572,2015-01-14,berx.cz,"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'picnic': True, 'bicycles': True, 'motorcycles': True, 'quads': True, 'jeeps': True, 'snowmobiles': True, 'horses': True, 'stealth': True, 'stroller': True, 'rv': True, 'frontyard': True, 'firstaid': True}",0.2532499999999925,0.5579999999999927
GC21MWQ,Kakuro cache reloaded,"49 14m 26.412s N, 16 34m 23.7s E",mystery,True,small,2.0,2.0,10,2009-12-02,Myntelka,"{'dogs': True, 'kids': True, 'available': True, 'winter': True, 'food': True}",0.7033500000000154,0.3975806451612948
GC4PTN3,Hobrtenky-rozhledna,"49 12m 13.032s N, 16 32m 10.608s E",traditional,True,regular,2.0,2.0,63,2013-10-07,ctibici,"{'bicycles': True, 'picnic': True, 'touristok': True, 'hike_med': True, 'cow': True, 'available': True, 'scenic': True, 'onehour': True, 'kids': True, 'firstaid': True, 'stroller': True, 'stealth': True, 'dogs': True, 'horses': True}",0.5181000000000079,0.27832258064516613
GC3VB1N,2190,"49 11m 30.012s N, 16 32m 11.4s E",mystery,True,small,3.5,3.0,67,2013-09-09,Jakuma.cz + Stepisek,"{'stroller': False, 'wheelchair': False, 'onehour': False, 'teamwork': True, 'available': True, 'flashlight': True, 'stealth': True, 'thorn': True, 'ticks': True, 's-tool': True}",0.4583500000000127,0.27903225806451704
GC5FBF1,Czech Geo Square - SQ,"49 12m 40.68s N, 16 32m 18.06s E",mystery,True,small,2.5,4.5,25,2014-12-16,Caskovi,"{'jeeps': False, 'available': True, 'teamwork': True, 'danger': True, 'winter': True}",0.5565000000000117,0.28500000000000414
GC5V48Z,CPMRB #60,"49 13m 46.632s N, 16 40m 5.7s E",traditional,True,small,1.5,2.5,14,2015-05-09,šindy,"{'available': True, 'winter': True, 'bicycles': True, 'stealth': True, 'firstaid': True}",0.6480999999999919,0.7040322580645147
GC6J2V4,METEOKES,"49 9m 23.652s N, 16 38m 56.508s E",traditional,True,small,1.5,2.0,286,2016-05-19,berx.cz,"{'dogs': True, 'available': True, 'winter': True, 'parking': True, 'horses': True, 'skiis': True, 'touristok': True, 'firstaid': True}",0.2828500000000094,0.642032258064513
GC7ATHM,Ill Bill,"49 12m 46.98s N, 16 40m 55.272s E",mystery,True,regular,4.5,3.5,31,2017-09-14,Avogádo,"{'wheelchair': False, 'night': False, 'stroller': False, 'treeclimbing': True, 'field_puzzle': True, 'thorn': True, 'campfires': True, 'dogs': True}",0.5652500000000181,0.7484516129032271
GC5A7BP,La Divina Commedia,"49 13m 4.44s N, 16 40m 45.912s E",mystery,True,small,3.5,2.0,29,2014-08-26,hadica + black777jack (Hanka),"{'dogs': True, 'available': True, 'winter': True, 'bicycles': True, 'hike_short': True, 'firstaid': True}",0.5895000000000065,0.7400645161290302
GC3CP7P,PIVOVARY BRNENSKA VIII - Pansky pivovar Medlanky,"49 14m 27.132s N, 16 34m 19.632s E",multicache,True,small,2.0,2.0,13,2012-03-10,safarici,"{'dogs': True, 'kids': True, 'scenic': True, 'bicycles': True, 'horses': True, 'hike_med': True, 'firstaid': True}",0.704350000000013,0.3939354838709613
GCY9NW,Project Enigma: Startup,"49 12m 59.76s N, 16 40m 50.088s E",mystery,True,small,3.0,2.0,32,2006-09-13,study,"{'scenic': True, 'bicycles': True}",0.5830000000000037,0.743806451612897
GC2TG23,oKOLOoboro,"49 12m 11.16s N, 16 32m 6.792s E",multicache,True,small,3.5,3.0,53,2013-09-21,vop.cz (námět Sinuhet),"{'night': False, 'motorcycles': False, 'campfires': False, 'quads': False, 'bicycles': True, 'winter': True, 'picnic': True, 'hiking': True, 'parking': True, 'hike_long': True, 'ticks': True}",0.5154999999999997,0.2749032258064484
GC7K105,Kaple Svate Rodiny Kohoutovice,"49 11m 35.16s N, 16 32m 7.008s E",mystery,True,micro,1.0,1.0,3,2018-03-03,JaraB,"{'dogs': True, 'available': True, 'winter': True, 'wheelchair': True, 'bicycles': True, 'motorcycles': True, 'parking': True, 'public': True, 'stroller': True, 'stealth': True, 'hike_short': True}",0.46550000000000863,0.27509677419354933
GC81G8A,Výhled na Novou Líšeň,"49 12m 39.528s N, 16 41m 1.32s E",traditional,True,micro,1.0,1.0,1,2019-01-04,ReZ_BMHD,"{'dogs': True, 'kids': True, 'onehour': True, 'scenic': True, 'available': True, 'winter': True, 'wheelchair': True, 'public': True, 'bicycles': True, 'stealth': True, 'stroller': True, 'hike_short': True}",0.5549000000000012,0.7538709677419378
GC127JE,Small Molehill,"49 10m 8.04s N, 16 40m 15.708s E",traditional,True,regular,1.5,2.5,11,2007-04-16,SmallM,"{'motorcycles': True, 'bicycles': True, 'available': True, 'scenic': True, 'hike_med': True, 'dogs': True}",0.3445000000000038,0.7130000000000029
GC3QFEM,Zvonice / Bell tower,"49 14m 32.892s N, 16 34m 30.972s E",traditional,True,micro,1.5,1.5,3,2012-07-19,marmen.cz,"{'available': False, 'nightcache': False, 'kids': True, 'onehour': True, 'winter': True, 'stealth': True, 'stroller': True, 'food': True, 'touristok': True, 'firstaid': True}",0.7123499999999946,0.40409677419354684
GC83APA,Sto jarních kilometrů podruhé VI,"49 12m 47.772s N, 16 32m 16.332s E",event,True,other,1.0,3.0,0,2019-04-23,lupen.cz,"{'motorcycles': False, 'jeeps': False, 'onehour': False, 'stroller': False, 'dogs': False, 'quads': False, 'hiking': True, 'hike_med': True}",0.566350000000012,0.2834516129032313
GC22950,Heureka,"49 14m 53.268s N, 16 36m 53.28s E",mystery,True,regular,2.0,2.0,8,2009-12-25,black777jack + hadica,"{'bicycles': True, 'picnic': True, 'onehour': True, 'kids': True, 'horses': True, 'dogs': True}",0.7406500000000251,0.5316129032258013
GC2YM8W,Hradisko v Obranech,"49 14m 2.58s N, 16 39m 49.248s E",traditional,True,small,2.0,1.5,9,2011-06-21,"beton_1, marketa11","{'available': True, 'hike_short': True, 'hunting': True}",0.6702500000000243,0.6892903225806404
GC6A5K8,Autobusova linka Brno-Jedovnice,"49 13m 1.452s N, 16 40m 52.32s E",multicache,True,regular,3.5,3.0,90,2016-02-05,berisz,"{'public': True, 'hike_long': True}",0.5853500000000036,0.7458064516129016
GC305P8,Rucni prace - vysivani,"49 11m 45.888s N, 16 32m 3.3s E",mystery,True,small,1.5,1.5,73,2011-08-26,zuuzka a misas,"{'dogs': True, 'kids': True, 'winter': True, 'ticks': True, 'bicycles': True, 'stroller': True}",0.48040000000001326,0.2717741935483878
GC4J49X,Mahenka v Kohoutovicich,"49 11m 16.98s N, 16 32m 7.692s E",mystery,True,micro,3.0,1.0,13,2013-09-17,Parisee,"{'stealth': True, 'winter': True, 'frontyard': True, 'firstaid': True, 'public': True, 'parking': True, 'wheelchair': True, 'kids': True, 'stroller': True}",0.440249999999987,0.2757096774193555
GC39TRW,SPORE10: TWIN B,"49 13m 43.248s N, 16 40m 17.868s E",traditional,True,small,1.0,2.0,5,2012-02-01,icancut,"{'bicycles': True, 'night': True, 'available': True, 'firstaid': True, 'scenic': True, 'onehour': True, 'kids': True, 'horses': True, 'dogs': True}",0.6433999999999922,0.7149354838709661
GC4XTKH,Knihovna Lisen,"49 12m 26.388s N, 16 41m 9.312s E",mystery,True,regular,2.5,1.0,57,2014-01-31,libmen + Giovanni8,"{'available': False, 'wheelchair': True, 'phone': True, 'water': True, 'public': True, 'food': True, 'stroller': True, 'kids': True, 'parking': True, 'hike_short': True}",0.5366499999999989,0.7610322580645109
